TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
 -140.24   78.99 -158.99  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
  102.86   50.00 -102.86   0.0003500
