TEXTURE AT STRAIN =    0.2000
   1.251   1.406   0.550  <-- length of phase ellipsoid axes
   -9.99    4.37   38.88  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
  151.36   52.60 -139.52   0.0003500
