TEXTURE AT STRAIN =    0.9000
   2.527   2.804   0.129  <-- length of phase ellipsoid axes
  -59.15    0.90   42.79  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
  139.55   52.54 -136.49   0.0003500
