TEXTURE AT STRAIN =    0.0500
   1.047   1.090   0.870  <-- length of phase ellipsoid axes
  159.05    5.00  -31.50  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
  135.99   17.47 -135.20   0.0003500
