TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
  156.01  115.66  101.93  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
  130.00   56.24 -130.00   0.0003500
TEXTURE AT STRAIN =    0.0500
   1.055   1.089   0.864  <-- length of phase ellipsoid axes
  -50.50    6.81  104.57  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
  131.38   52.93 -132.12   0.0003500
