TEXTURE AT STRAIN =    0.7000
   2.095   2.573   0.171  <-- length of phase ellipsoid axes
  -37.16    2.26  118.43  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
  109.71   55.51 -126.31   0.0003500
