TEXTURE AT STRAIN =    0.0500
   1.057   1.091   0.860  <-- length of phase ellipsoid axes
  -15.48    4.18   45.69  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
  161.60   62.88 -159.05   0.0003500
