TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
   72.26   94.98   87.39  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
  100.00   11.25 -100.00   0.0003500
TEXTURE AT STRAIN =    0.0500
   1.040   1.099   0.868  <-- length of phase ellipsoid axes
 -138.41    1.12   93.52  <-- Euler angles (deg) of phase ellipsoid axes
B       500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
   88.66    8.14  -88.62   0.0003500
