TEXTURE AT STRAIN =    0.9000
   1.355   1.401   0.508  <-- length of phase ellipsoid axes
   42.50    0.25    0.00  <-- Euler angles (deg) of phase ellipsoid axes
B       500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
   30.62  165.22 -142.80   0.0016500
