TEXTURE AT STRAIN =    0.6500
   1.959   2.430   0.195  <-- length of phase ellipsoid axes
   -9.10    3.63   34.16  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
  143.72   49.41 -132.97   0.0003500
